seedling_id,height_cm,diameter_mm,leaf_count,chlorosis,notes,date,branching,alive,seedling_sp,soil_type,neighbor,neighb_sp,neighb_st,pot,treatment,neighb_alive
4404,5.2,2.97,NA,5,NA,2022-02-01,0,1,P,P,3566,Q,Q,211181,D,1
3838,6.9,3.48,NA,4,NA,2022-02-01,5.5,1,P,Q,3839,P,Q,211139,C,1
3839,8.5,3.55,NA,5,NA,2022-02-01,3,1,P,Q,3838,P,Q,211139,C,1
3700,20,4.36,8,NA,NA,2022-02-01,0,1,Q,Q,3787,P,Q,211009,C,0
3787,4.5,2.78,NA,5,NA,2022-02-01,3.2,1,P,Q,3700,Q,Q,211009,C,1
4402,4,2.42,NA,3,NA,2022-02-01,1.5,1,P,P,3522,Q,Q,211167,D,0
3522,21.3,4.75,7,NA,NA,2022-02-01,0,1,Q,Q,4402,P,P,211167,D,0
3683,13.9,5.19,8,NA,NA,2022-02-01,1,1,Q,Q,3796,P,Q,211032,D,1
3796,4.9,2.9,NA,5,NA,2022-02-01,0,1,P,Q,3683,Q,Q,211032,D,1
3861,5.5,2.79,NA,3,NA,2022-02-01,0,1,P,Q,4144,Q,P,211168,C,1
4144,10,4.4,19,NA,NA,2022-02-01,4,1,Q,P,3861,P,Q,211168,C,1
4233,6.2,2.94,NA,3,NA,2022-02-01,2,1,P,P,3244,P,C,211129,C,1
3244,4.5,1.85,NA,4,NA,2022-02-01,0,1,P,C,4233,P,P,211129,C,0
4235,4.3,2.15,NA,4,NA,2022-02-01,0,1,P,P,4054,Q,P,211142,D,1
4054,10.5,4.13,12,NA,NA,2022-02-01,0,1,Q,P,4235,P,P,211142,D,1
4123,6.8,4.39,5,NA,NA,2022-02-01,0,1,Q,P,3894,P,Q,211330,C,0
3894,5.1,2.85,NA,2,NA,2022-02-01,6,1,P,Q,4123,Q,P,211330,C,1
3616,10.2,4.82,15,NA,NA,2022-02-01,9,1,Q,Q,3840,P,Q,211218,C,1
3840,9.7,3.56,NA,4,NA,2022-02-01,9.5,1,P,Q,3616,Q,Q,211218,C,1
3278,4,1.76,NA,3,NA,2022-02-01,0,1,P,C,3833,P,Q,211219,C,1
3833,7,3.09,NA,5,NA,2022-02-01,2.4,1,P,Q,3278,P,C,211219,C,1
3550,10.1,4.63,19,NA,NA,2022-02-01,4.1,1,Q,Q,3181,Q,C,211336,C,1
3181,12.5,5.25,6,NA,NA,2022-02-01,0,1,Q,C,3550,Q,Q,211336,C,1
3562,7.7,6.65,28,NA,NA,2022-02-01,10.9,1,Q,Q,3570,Q,Q,211331,D,1
3570,12,4.08,36,NA,NA,2022-02-01,25.1,1,Q,Q,3562,Q,Q,211331,D,0
4086,10.7,4.57,10,NA,NA,2022-02-01,0,1,Q,P,4209,P,P,211332,D,0
4209,4,2.26,NA,3,NA,2022-02-01,0,1,P,P,4086,Q,P,211332,D,1
3771,6.2,2.74,NA,2,NA,2022-02-01,0,1,P,Q,3697,Q,Q,211085,D,1
3697,16,4.93,9,NA,NA,2022-02-01,0,1,Q,Q,3771,P,Q,211085,D,0
3386,4.3,1.91,NA,1,NA,2022-02-01,0,1,P,C,3268,P,C,211033,C,0
3268,3.4,1.84,NA,1,NA,2022-02-01,0,1,P,C,3386,P,C,211033,C,0
3709,10.3,4.18,16,NA,NA,2022-02-01,0,1,Q,Q,3708,Q,Q,211082,D,1
3708,18.5,4.68,11,NA,dead leaves,2022-02-01,3.5,1,Q,Q,3709,Q,Q,211082,D,1
3803,7.3,2.46,NA,4,NA,2022-02-01,2,1,P,Q,4242,P,P,211067,D,1
4242,7.9,2.66,NA,4,NA,2022-02-01,3.1,1,P,P,3803,P,Q,211067,D,1
4325,6.3,2.8,NA,5,NA,2022-02-01,4.5,1,P,P,3781,P,Q,211020,D,1
3781,6.5,4.03,NA,5,NA,2022-02-01,8,1,P,Q,4325,P,P,211020,D,1
4008,6.3,8.3,11,NA,NA,2022-02-01,1.1,1,Q,P,3992,Q,P,211008,C,1
3992,6.6,5.9,12,NA,NA,2022-02-01,0,1,Q,P,4008,Q,P,211008,C,1
3554,8.5,4.3,14,NA,NA,2022-02-01,2.7,1,Q,Q,3018,Q,C,211220,C,0
3018,5.2,4.1,6,NA,NA,2022-02-01,0,1,Q,C,3554,Q,Q,211220,C,1
4256,4.7,2.35,NA,3,NA,2022-02-01,3.5,1,P,P,3991,Q,P,211001,D,1
3991,9,4.03,21,NA,NA,2022-02-01,2,1,Q,P,4256,P,P,211001,D,0
3701,13,5.78,14,NA,NA,2022-02-01,0,1,Q,Q,4230,P,P,211081,D,0
4230,7.5,3.01,NA,4,NA,2022-02-01,0,1,P,P,3701,Q,Q,211081,D,0
3273,4.5,2.52,NA,1,NA,2022-02-01,0,1,P,C,3776,P,Q,211030,C,1
3776,4.2,2.56,NA,3,NA,2022-02-01,3.3,1,P,Q,3273,P,C,211030,C,0
3197,28,4.74,14,NA,NA,2022-02-01,0,1,Q,C,4044,Q,P,211333,C,1
4044,16.6,7.93,10,NA,NA,2022-02-01,0,1,Q,P,3197,Q,C,211333,C,0
3569,12.5,5.54,15,NA,NA,2022-02-01,5.8,1,Q,Q,3932,P,Q,211068,C,1
3932,3.8,2.77,NA,4,NA,2022-02-01,3.1,1,P,Q,3569,Q,Q,211068,C,1
3027,8.5,4.51,5,NA,dead leaves,2022-02-01,0,1,Q,C,3011,Q,C,211047,C,1
3011,9.5,4.69,9,NA,NA,2022-02-01,3.5,1,Q,C,3027,Q,C,211047,C,1
4237,6.8,2.62,NA,4,NA,2022-02-01,1,1,P,P,4175,Q,P,211024,D,1
4175,9.6,5.92,20,NA,NA,2022-02-01,3.2,1,Q,P,4237,P,P,211024,D,1
3045,9.5,4.74,6,NA,NA,2022-02-01,0,1,Q,C,3044,Q,C,211037,D,1
3044,6,6.32,3,NA,NA,2022-02-01,0.5,1,Q,C,3045,Q,C,211037,D,1
4170,4.5,5.07,10,NA,NA,2022-02-01,0.5,1,Q,P,3704,Q,Q,211029,D,1
3704,8.3,8.55,15,NA,NA,2022-02-01,3,1,Q,Q,4170,Q,P,211029,D,1
3382,2,2.26,NA,3,NA,2022-02-01,0,1,P,C,3764,P,Q,211334,D,0
3764,5.6,2.03,NA,4,NA,2022-02-01,1.8,1,P,Q,3382,P,C,211334,D,1
4322,4.9,2.94,NA,4,NA,2022-02-01,3,1,P,P,4408,P,P,211173,C,1
4408,5.1,2.38,NA,4,NA,2022-02-01,3.1,1,P,P,4322,P,P,211173,C,1
4265,7.5,2.52,NA,4,NA,2022-02-01,1.5,1,P,P,3650,Q,Q,211062,D,1
3650,6.2,2.8,8,NA,NA,2022-02-01,0,1,Q,Q,4265,P,P,211062,D,1
4332,7.2,2.77,NA,3,NA,2022-02-01,5,1,P,P,4066,Q,P,211005,C,1
4066,8.5,4.9,21,NA,NA,2022-02-01,8,1,Q,P,4332,P,P,211005,C,1
3001,7,4.17,9,NA,NA,2022-02-01,0,1,Q,C,3974,Q,P,211049,D,1
3974,10,3.91,9,NA,NA,2022-02-01,0,1,Q,P,3001,Q,C,211049,D,1
3077,5.5,3.61,10,NA,NA,2022-02-01,0,1,Q,C,3611,Q,Q,211236,C,1
3611,10,3.61,12,NA,NA,2022-02-01,0,1,Q,Q,3077,Q,C,211236,C,1
4096,10,2.9,7,NA,NA,2022-02-01,0,1,Q,P,3109,Q,C,211069,C,1
3109,4,4.43,3,NA,NA,2022-02-01,0,1,Q,C,4096,Q,P,211069,C,1
4091,6.1,3.69,8,NA,NA,2022-02-01,0,1,Q,P,3488,Q,Q,211107,D,1
3488,4.3,3.35,6,NA,NA,2022-02-01,0,1,Q,Q,4091,Q,P,211107,D,1
4227,7.5,2.3,NA,5,NA,2022-02-01,0,1,P,P,4399,P,P,211279,C,1
4399,5.4,2.1,NA,4,NA,2022-02-01,2.5,1,P,P,4227,P,P,211279,C,1
3489,26,4.6,7,NA,NA,2022-02-01,0,1,Q,Q,3511,Q,Q,211163,C,1
3511,6.6,3.8,7,NA,NA,2022-02-01,0,1,Q,Q,3489,Q,Q,211163,C,1
4092,13,5.4,5,NA,NA,2022-02-01,0,1,Q,P,4257,P,P,211131,C,0
4257,7,2.4,NA,4,NA,2022-02-01,2.6,1,P,P,4092,Q,P,211131,C,1
3742,3.7,1.9,NA,4,NA,2022-02-01,1,1,P,Q,3724,P,Q,211201,D,1
3724,4.3,2.5,NA,5,NA,2022-02-01,6,1,P,Q,3742,P,Q,211201,D,1
4251,4.5,2.2,NA,4,NA,2022-02-01,4,1,P,P,3241,P,C,211135,D,0
3241,3.7,2.1,NA,2,NA,2022-02-01,0,1,P,C,4251,P,P,211135,D,1
4258,6.8,2.8,NA,3,NA,2022-02-01,4,1,P,P,3521,Q,Q,211126,D,1
3521,12.8,5.5,16,NA,NA,2022-02-01,0,1,Q,Q,4258,P,P,211126,D,0
3938,5.5,2.3,NA,4,NA,2022-02-01,4.8,1,P,Q,3896,P,Q,211145,D,0
3896,4.8,1.9,NA,2,NA,2022-02-01,3.5,1,P,Q,3938,P,Q,211145,D,1
3567,6.6,3.2,11,NA,NA,2022-02-01,0,1,Q,Q,3917,P,Q,211146,D,0
3917,2.8,1.8,NA,3,NA,2022-02-01,2,1,P,Q,3567,Q,Q,211146,D,1
3333,3.7,1.4,NA,1,NA,2022-02-01,0,1,P,C,3325,P,C,211232,C,0
3325,3.9,1.5,NA,1,NA,2022-02-01,0,1,P,C,3333,P,C,211232,C,0
3530,11,3,19,NA,NA,2022-02-01,3.5,1,Q,Q,4413,P,P,211141,C,1
4413,7,2.8,NA,5,NA,2022-02-01,9.5,1,P,P,3530,Q,Q,211141,C,1
3852,4.5,2.2,NA,4,NA,2022-02-01,3.5,1,P,Q,3425,P,C,211203,D,0
3425,4.3,1.9,NA,3,NA,2022-02-01,4.5,1,P,C,3852,P,Q,211203,D,1
4041,9.5,4,23,NA,NA,2022-02-01,4,1,Q,P,3107,Q,C,211205,C,1
3107,8.5,5.3,8,NA,NA,2022-02-01,0,1,Q,C,4041,Q,P,211205,C,1
4117,7.7,3.4,20,NA,NA,2022-02-01,1.5,1,Q,P,3843,P,Q,211195,D,1
3843,6.8,2.7,NA,4,NA,2022-02-01,5.5,1,P,Q,4117,Q,P,211195,D,1
4253,4.8,2.4,NA,3,NA,2022-02-01,1,1,P,P,3254,P,C,211188,C,1
3254,4,2.1,NA,2,NA,2022-02-01,1.3,1,P,C,4253,P,P,211188,C,1
3751,4,1.7,NA,5,NA,2022-02-01,1.2,1,P,Q,3258,P,C,211144,D,0
3258,4.5,2.5,NA,3,NA,2022-02-01,2,1,P,C,3751,P,Q,211144,D,1
4344,3.5,2.2,NA,2,NA,2022-02-01,3,1,P,P,3265,P,C,211208,D,0
3265,4.1,2.1,NA,1,NA,2022-02-01,0,1,P,C,4344,P,P,211208,D,0
4056,6.5,5.8,8,NA,NA,2022-02-01,0,1,Q,P,4029,Q,P,211153,C,1
4029,5.5,4.1,8,NA,NA,2022-02-01,0,1,Q,P,4056,Q,P,211153,C,1
3517,7.7,4.9,8,NA,NA,2022-02-01,0,1,Q,Q,4323,P,P,211193,D,1
4323,7.8,3.3,NA,5,NA,2022-02-01,2,1,P,P,3517,Q,Q,211193,D,1
3518,19.4,6.1,11,NA,NA,2022-02-01,0,1,Q,Q,3113,Q,C,211127,D,1
3113,6.3,4.2,8,NA,NA,2022-02-01,0,1,Q,C,3518,Q,Q,211127,D,1
4055,8.1,4.6,17,NA,NA,2022-02-01,9.5,1,Q,P,3853,P,Q,211154,C,1
3853,5.5,2.7,NA,4,NA,2022-02-01,4.5,1,P,Q,4055,Q,P,211154,C,1
3862,3.7,2.3,NA,4,NA,2022-02-01,3,1,P,Q,3415,P,C,211158,C,0
3415,4.7,2,NA,3,NA,2022-02-01,1.5,1,P,C,3862,P,Q,211158,C,1
3664,11.1,5.1,17,NA,NA,2022-02-01,3,1,Q,Q,3120,Q,C,211213,D,1
3120,10.5,4,5,NA,NA,2022-02-01,0.5,1,Q,C,3664,Q,Q,211213,D,1
3531,7.4,4,10,NA,NA,2022-02-01,0.5,1,Q,Q,4146,Q,P,211210,C,1
4146,12.8,4.5,13,NA,NA,2022-02-01,8,1,Q,P,3531,Q,Q,211210,C,1
4419,5.4,2.4,NA,4,NA,2022-02-01,3,1,P,P,4047,Q,P,211197,C,1
4047,9.5,4.4,10,NA,NA,2022-02-01,0,1,Q,P,4419,P,P,211197,C,0
3108,6.1,4.4,7,NA,NA,2022-02-01,1,1,Q,C,3119,Q,C,211159,D,1
3119,9.5,4.4,15,NA,NA,2022-02-01,0,1,Q,C,3108,Q,C,211159,D,1
4336,5,2.8,NA,2,NA,2022-02-01,3.5,1,P,P,3414,P,C,211160,C,0
3414,4.2,2,NA,1,NA,2022-02-01,0,1,P,C,4336,P,P,211160,C,0
3496,11.5,4.4,NA,4,NA,2022-02-01,0,1,Q,Q,3505,Q,Q,211132,D,0
3505,11.3,4.2,9,NA,NA,2022-02-01,0,1,Q,Q,3496,Q,Q,211132,D,1
3423,3.8,1.5,NA,4,NA,2022-02-01,0,1,P,C,4273,P,P,211157,D,1
4273,3.7,1.7,NA,4,NA,2022-02-01,1,1,P,P,3423,P,C,211157,D,1
4027,5.2,4,14,NA,NA,2022-02-01,1.3,1,Q,P,3580,Q,Q,211162,D,1
3580,4.8,3.6,6,NA,NA,2022-02-01,0,1,Q,Q,4027,Q,P,211162,D,1
4282,5.9,1.9,NA,4,NA,2022-02-01,4.5,1,P,P,4132,Q,P,211161,C,1
4132,10.2,5.4,10,NA,NA,2022-02-01,0,1,Q,P,4282,P,P,211161,C,1
4120,17,3.1,14,NA,NA,2022-02-01,0,1,Q,P,4042,Q,P,211227,D,1
4042,11.5,4.2,6,NA,NA,2022-02-01,7,1,Q,P,4120,Q,P,211227,D,1
3358,4.8,1.7,NA,3,NA,2022-02-01,2,1,P,C,3379,P,C,211324,D,0
3379,4,2.1,NA,3,NA,2022-02-01,3,1,P,C,3358,P,C,211324,D,0
4310,6,1.8,NA,4,NA,2022-02-01,4.5,1,P,P,4305,P,P,211276,D,1
4305,4.7,1.9,NA,4,NA,2022-02-01,2.7,1,P,P,4310,P,P,211276,D,0
4289,4,2.3,NA,5,NA,2022-02-01,1.8,1,P,P,3337,P,C,211272,D,1
3337,4.2,1.8,NA,5,NA,2022-02-01,3,1,P,C,4289,P,P,211272,D,1
4353,5,2,NA,5,NA,2022-02-01,1.5,1,P,P,4387,P,P,211297,D,0
4387,5.3,1.9,NA,3,NA,2022-02-01,0,1,P,P,4353,P,P,211297,D,0
4308,5.7,2.3,NA,4,NA,2022-02-01,4,1,P,P,4011,Q,P,211178,C,1
4011,7,4.3,21,NA,NA,2022-02-01,6,1,Q,P,4308,P,P,211178,C,1
4309,3.8,2.3,NA,4,NA,2022-02-01,1,1,P,P,3783,P,Q,211249,C,1
3783,4.3,2.3,NA,4,NA,2022-02-01,3,1,P,Q,4309,P,P,211249,C,0
3736,5.5,2.5,NA,5,NA,2022-02-01,3,1,P,Q,3899,P,Q,211318,C,1
3899,3.7,2.3,NA,5,NA,2022-02-01,4.5,1,P,Q,3736,P,Q,211318,C,1
4105,9,4,10,NA,NA,2022-02-01,2.5,1,Q,P,4380,P,P,211301,C,1
4380,4.5,2.6,NA,4,NA,2022-02-01,3,1,P,P,4105,Q,P,211301,C,1
3804,4,1.4,NA,5,NA,2022-02-01,1.5,1,P,Q,4401,P,P,211278,D,1
4401,3.7,2.1,NA,5,NA,2022-02-01,1.5,1,P,P,3804,P,Q,211278,D,1
4396,7.7,2.6,NA,5,NA,2022-02-01,6.5,1,P,P,3377,P,C,211280,C,1
3377,3.9,2.2,NA,4,NA,2022-02-01,1.5,1,P,C,4396,P,P,211280,C,1
3629,14.9,5.5,7,NA,NA,2022-02-01,0,1,Q,Q,3626,Q,Q,211184,C,1
3626,7.7,3.4,9,NA,NA,2022-02-01,4,1,Q,Q,3629,Q,Q,211184,C,1
3727,5.2,2.4,NA,4,NA,2022-02-01,4,1,P,Q,3328,P,C,211235,NA,NA
3328,4.2,2.1,NA,0,dead,2022-02-01,0,0,P,C,3727,P,Q,211235,NA,NA
4127,22.2,5.8,16,NA,NA,2022-02-01,0,1,Q,P,3880,P,Q,211209,D,0
3880,5.7,2.7,NA,5,NA,2022-02-01,3,1,P,Q,4127,Q,P,211209,D,1
3640,12.1,5.5,20,NA,NA,2022-02-01,4,1,Q,Q,3599,Q,Q,211246,C,1
3599,9.8,4.9,13,NA,NA,2022-02-01,0,1,Q,Q,3640,Q,Q,211246,C,1
3817,5.3,2.4,NA,4,NA,2022-02-01,1.5,1,P,Q,3849,P,Q,211151,C,1
3849,5.1,2.9,NA,5,NA,2022-02-01,5.5,1,P,Q,3817,P,Q,211151,C,1
3741,6.5,3.1,NA,5,NA,2022-02-01,6,1,P,Q,3493,Q,Q,211106,D,1
3493,11.6,3.3,6,NA,NA,2022-02-01,0,1,Q,Q,3741,P,Q,211106,D,1
4330,6,2.8,NA,4,NA,2022-02-01,5.5,1,P,P,4019,Q,P,211212,D,0
4019,12.5,4,11,NA,NA,2022-02-01,0.5,1,Q,P,4330,P,P,211212,D,0
3834,6.1,2.7,NA,4,NA,2022-02-01,3,1,P,Q,4397,P,P,211217,C,1
4397,5.8,2.9,NA,5,NA,2022-02-01,5.5,1,P,P,3834,P,Q,211217,C,0
4379,5.3,2.9,NA,3,NA,2022-02-01,6,1,P,P,4063,Q,P,211224,C,1
4063,5.2,7.4,23,NA,NA,2022-02-01,8,1,Q,P,4379,P,P,211224,C,1
3859,5.1,2.8,NA,4,NA,2022-02-01,2.5,1,P,Q,4046,Q,P,211155,D,1
4046,7.6,3.4,7,NA,NA,2022-02-01,0,1,Q,P,3859,P,Q,211155,D,1
4410,7.8,3.1,NA,4,NA,2022-02-01,4.5,1,P,P,3261,P,C,211149,C,1
3261,4.5,2.5,NA,4,NA,2022-02-01,4.5,1,P,C,4410,P,P,211149,C,1
3568,18,5,9,NA,NA,2022-02-01,0,1,Q,Q,3842,P,Q,211152,C,0
3842,4,3.2,NA,4,NA,2022-02-01,10.5,1,P,Q,3568,Q,Q,211152,C,1
4311,5.3,2.9,NA,5,NA,2022-02-01,5,1,P,P,3327,P,C,211207,C,0
3327,2.9,2,NA,1,NA,2022-02-01,1,1,P,C,4311,P,P,211207,C,0
4221,6.8,3.1,NA,4,NA,2022-02-01,2,1,P,P,3549,Q,Q,211215,C,1
3549,10,4.2,10,NA,NA,2022-02-01,3.1,1,Q,Q,4221,P,P,211215,C,1
4343,6.2,2.1,NA,4,NA,2022-02-01,0,1,P,P,3583,Q,Q,211156,D,1
3583,6.9,4.2,8,NA,NA,2022-02-01,0,1,Q,Q,4343,P,P,211156,D,1
4152,8,3.5,19,NA,NA,2022-02-01,7.5,1,Q,P,3563,Q,Q,211182,D,1
3563,5.5,4.9,7,NA,NA,2022-02-01,0,1,Q,Q,4152,Q,P,211182,D,1
3757,6.1,2.6,NA,4,NA,2022-02-01,0.5,1,P,Q,4271,P,P,211133,D,0
4271,5.9,2.2,NA,4,NA,2022-02-01,2.5,1,P,P,3757,P,Q,211133,D,0
4297,4.6,3.1,NA,5,NA,2022-02-01,1.5,1,P,P,3128,Q,C,211211,D,1
3128,4.5,4.8,8,NA,NA,2022-02-01,0,1,Q,C,4297,P,P,211211,D,1
3845,5.7,3.3,NA,5,NA,2022-02-01,11,1,P,Q,3484,Q,Q,211241,D,0
3484,10.5,4.4,14,NA,NA,2022-02-01,1,1,Q,Q,3845,P,Q,211241,D,1
3497,7.5,3.6,9,NA,NA,2022-02-01,0,1,Q,Q,4249,P,P,211137,D,0
4249,4.8,2,NA,2,NA,2022-02-01,2.3,1,P,P,3497,Q,Q,211137,D,0
3124,11.5,6.3,8,NA,NA,2022-02-01,0,1,Q,C,4060,Q,P,211130,D,1
4060,8,5,17,NA,NA,2022-02-01,7.5,1,Q,P,3124,Q,C,211130,D,0
3498,7.5,3.2,11,NA,NA,2022-02-01,4,1,Q,Q,3835,P,Q,211190,C,1
3835,4.6,2.5,NA,3,NA,2022-02-01,4,1,P,Q,3498,Q,Q,211190,C,1
3735,5.5,2.4,NA,5,NA,2022-02-01,2.5,1,P,Q,3748,P,Q,211138,D,1
3748,6,2.4,NA,5,NA,2022-02-01,3,1,P,Q,3735,P,Q,211138,D,1
3738,5,2.2,NA,4,NA,2022-02-01,3.2,1,P,Q,3252,P,C,211143,C,1
3252,5.2,2.3,NA,3,NA,2022-02-01,1.5,1,P,C,3738,P,Q,211143,C,0
3475,5,2,NA,3,NA,2022-02-01,1,1,P,C,3873,P,Q,211177,D,1
3873,6,2.2,NA,4,NA,2022-02-01,4,1,P,Q,3475,P,C,211177,D,0
4035,8.6,4,8,NA,NA,2022-02-01,0,1,Q,P,4321,P,P,211189,D,1
4321,6.4,2.7,NA,5,NA,2022-02-01,1,1,P,P,4035,Q,P,211189,D,1
4095,6.8,4.4,11,NA,NA,2022-02-01,1,1,Q,P,3519,Q,Q,211128,C,1
3519,9,4.5,6,NA,NA,2022-02-01,0,1,Q,Q,4095,Q,P,211128,C,1
4218,6,2.5,NA,5,NA,2022-02-01,1,1,P,P,3723,P,Q,211307,C,1
3723,3.8,1.5,NA,4,NA,2022-02-01,2.5,1,P,Q,4218,P,P,211307,C,1
3250,4,2.8,NA,2,NA,2022-02-01,0,1,P,C,3438,P,C,211191,C,0
3438,3.5,1.7,NA,2,NA,2022-02-01,0,1,P,C,3250,P,C,211191,C,0
3898,4.5,2.4,NA,4,NA,2022-02-01,1.5,1,P,Q,3339,P,C,211305,D,1
3339,3.6,1.6,NA,3,NA,2022-02-01,1.5,1,P,C,3898,P,Q,211305,D,1
3556,10,5.2,12,NA,NA,2022-02-01,0.7,1,Q,Q,3893,P,Q,211233,D,1
3893,4.5,2.3,NA,5,NA,2022-02-01,4,1,P,Q,3556,Q,Q,211233,D,1
4277,3.8,2,NA,5,NA,2022-02-01,3,1,P,P,3901,P,Q,211187,D,1
3901,4.5,1.8,NA,4,NA,2022-02-01,1.5,1,P,Q,4277,P,P,211187,D,1
3860,6.3,2.8,NA,5,NA,2022-02-01,5,1,P,Q,3999,Q,P,211199,C,1
3999,9,4.3,18,NA,NA,2022-02-01,3,1,Q,P,3860,P,Q,211199,C,1
3440,4,2.7,NA,4,NA,2022-02-01,3,1,P,C,3854,P,Q,211192,D,1
3854,6.4,3.6,NA,5,NA,2022-02-01,5,1,P,Q,3440,P,C,211192,D,1
3361,4.5,2.1,NA,4,NA,2022-02-01,1,1,P,C,4436,P,P,211313,D,1
4436,5.3,2.3,NA,5,NA,2022-02-01,5,1,P,P,3361,P,C,211313,D,0
3189,9.5,3.7,9,NA,NA,2022-02-01,0,1,Q,C,3565,Q,Q,211329,D,0
3565,16,3.2,13,NA,NA,2022-02-01,9,1,Q,Q,3189,Q,C,211329,D,0
3994,20,4.4,15,NA,NA,2022-02-01,0,1,Q,P,3533,Q,Q,211315,C,1
3533,7,4.1,7,NA,NA,2022-02-01,0,1,Q,Q,3994,Q,P,211315,C,1
3348,3.5,2,NA,3,NA,2022-02-01,1,1,P,C,3359,P,C,211311,C,0
3359,4.5,2,NA,4,NA,2022-02-01,2,1,P,C,3348,P,C,211311,C,0
4015,15,3.9,7,NA,NA,2022-02-01,0,1,Q,P,3581,Q,Q,211344,D,1
3581,11,6.4,15,NA,NA,2022-02-01,0,1,Q,Q,4015,Q,P,211344,D,1
4145,15.5,4.2,13,NA,NA,2022-02-01,0,1,Q,P,4212,P,P,211198,D,0
4212,4.5,2.6,NA,5,NA,2022-02-01,4,1,P,P,4145,Q,P,211198,D,0
3158,10,4.2,9,NA,NA,2022-02-01,0,1,Q,C,4020,Q,P,211345,D,NA
4020,7.3,3.6,14,NA,NA,2022-02-01,4.5,1,Q,P,3158,Q,C,211345,D,NA
3369,3.5,2.1,NA,2,NA,2022-02-01,1.5,1,P,C,3740,P,Q,211316,D,0
3740,6.2,2.4,NA,5,NA,2022-02-01,0,1,P,Q,3369,P,C,211316,D,0
3609,24,4.9,16,NA,NA,2022-02-01,0,1,Q,Q,3606,Q,Q,211347,C,1
3606,15,5.9,12,NA,NA,2022-02-01,0,1,Q,Q,3609,Q,Q,211347,C,1
4062,22.3,5,19,NA,NA,2022-02-01,0,1,Q,P,3148,Q,C,211302,D,1
3148,24.5,5,9,NA,NA,2022-02-01,0,1,Q,C,4062,Q,P,211302,D,0
3897,4.5,2.7,NA,5,NA,2022-02-01,4,1,P,Q,3378,P,C,211308,C,1
3378,5.2,2,NA,4,NA,2022-02-01,0,1,P,C,3897,P,Q,211308,C,0
3133,12,3.6,9,NA,dead,2022-02-01,0,1,Q,C,4143,Q,P,211176,NA,NA
4143,10.8,2.7,10,NA,NA,2022-02-01,0,1,Q,P,3133,Q,C,211176,NA,NA
4122,13,4.4,9,NA,NA,2022-02-01,0,1,Q,P,3737,P,Q,211328,D,0
3737,6,2.2,NA,4,NA,2022-02-01,2,1,P,Q,4122,Q,P,211328,D,0
3130,8.5,5.4,11,NA,NA,2022-02-01,0,1,Q,C,3016,Q,C,211194,C,1
3016,6,6,9,NA,NA,2022-02-01,0,1,Q,C,3130,Q,C,211194,C,1
3535,9,3,13,NA,NA,2022-02-01,0,1,Q,Q,3167,Q,C,211312,C,1
3167,17.8,4.3,12,NA,NA,2022-02-01,0,1,Q,C,3535,Q,Q,211312,C,1
3900,3.6,2.4,NA,5,NA,2022-02-01,4,1,P,Q,3434,P,C,211346,D,0
3434,4.5,2,NA,4,NA,2022-02-01,1,1,P,C,3900,P,Q,211346,D,1
4424,4.2,1.7,NA,1,NA,2022-02-01,2,1,P,P,3998,Q,P,211314,D,0
3998,6.5,2.1,15,NA,NA,2022-02-01,4.5,1,Q,P,4424,P,P,211314,D,0
3746,6.5,2.5,NA,5,NA,2022-02-01,5,1,P,Q,3623,Q,Q,211306,C,1
3623,9.6,3.8,10,NA,NA,2022-02-01,0,1,Q,Q,3746,P,Q,211306,C,1
4017,9.7,6,16,NA,NA,2022-04-01,2,1,Q,P,3042,Q,C,211240,C,1
3042,5.8,3.9,8,NA,NA,2022-04-01,0,1,Q,C,4017,Q,P,211240,C,1
3359,5,2.4,NA,2,NA,2022-04-01,2,1,P,C,3348,P,C,211311,C,0
3348,3.5,2,NA,2,NA,2022-04-01,2,1,P,C,3359,P,C,211311,C,0
4146,12.8,4.7,15,NA,NA,2022-04-01,10,1,Q,P,3531,Q,Q,211210,C,1
3531,7.6,3.9,10,NA,NA,2022-04-01,0,1,Q,Q,4146,Q,P,211210,C,1
4319,7.8,2.7,NA,5,NA,2022-04-01,12,1,P,P,3495,Q,Q,211004,C,1
3495,11,4.6,25,NA,NA,2022-04-01,10,1,Q,Q,4319,P,P,211004,C,1
3356,6.4,2,NA,5,NA,2022-04-01,3.5,1,P,C,3813,P,Q,211281,C,1
3813,6,1.9,NA,5,NA,2022-04-01,6.5,1,P,Q,3356,P,C,211281,C,1
3006,6.5,4.9,6,NA,NA,2022-04-01,0,1,Q,C,3593,Q,Q,211175,C,1
3593,8,5,10,NA,NA,2022-04-01,1.2,1,Q,Q,3006,Q,C,211175,C,1
3992,7.7,6.9,12,NA,NA,2022-04-01,0,1,Q,P,4008,Q,P,211008,C,1
4008,8.8,6.3,13,NA,NA,2022-04-01,6,1,Q,P,3992,Q,P,211008,C,1
4088,6.3,3.6,10,NA,NA,2022-04-01,0,1,Q,P,3684,Q,Q,211064,C,1
3684,15.3,6.2,14,NA,NA,2022-04-01,3,1,Q,Q,4088,Q,P,211064,C,1
4408,6.4,2.7,NA,5,NA,2022-04-01,15.5,1,P,P,4322,P,P,211173,C,1
4322,5.8,2.4,NA,4,NA,2022-04-01,10,1,P,P,4408,P,P,211173,C,1
